t,value
1532098023,2
1532098026,2
1532098029,2
1532098032,2
1532098035,2
1532098038,2
1532098041,2
1532098044,2
1532098047,2
1532098050,2
1532098053,2
1532098056,2
1532098059,2
1532098062,2
1532098065,2
1532098068,2
1532098071,2
1532098074,2
1532098077,2
1532098080,2
1532098083,2
1532098086,2
1532098089,2
1532098092,2
1532098095,2
1532098098,2
1532098101,2
1532098104,2
1532098107,2
1532098110,2
1532098113,2
1532098116,2
1532098119,2
1532098122,2
1532098125,2
1532098128,2
1532098131,2
1532098134,2
1532098137,2
1532098140,2
1532098143,2
1532098146,2
1532098149,2
1532098152,2
1532098155,2
1532098158,2
1532098161,2
1532098164,2
1532098167,2
1532098170,2
1532098173,2
1532098176,2
1532098179,2
1532098182,2
1532098185,2
1532098188,2
1532098191,2
1532098194,2
1532098197,2
1532098200,2
1532098203,2
1532098206,2
1532098209,2
1532098212,2
1532098215,2
1532098218,2
1532098221,2
1532098224,2
1532098227,2
1532098230,2
1532098233,2
1532098236,2
1532098239,2
1532098242,2
1532098245,2
1532098248,2
1532098251,2
1532098254,2
1532098257,2
1532098260,2
1532098263,2
1532098266,2
1532098269,2
1532098272,2
1532098275,2
1532098278,2
1532098281,2
1532098284,2
1532098287,2
1532098290,2
1532098293,2
1532098296,2
1532098299,2
1532098302,2
1532098305,2
1532098308,2
1532098311,2
1532098314,2
1532098317,2
1532098320,2
1532098323,2
1532098326,2
1532098329,2
1532098332,2
1532098335,2
1532098338,2
1532098341,2
1532098344,2
1532098347,2
1532098350,2
1532098353,2
1532098356,2
1532098359,2
1532098362,2
1532098365,2
1532098368,2
1532098371,2
1532098374,2
1532098377,2
1532098380,2
1532098383,2
1532098386,2
1532098389,2
1532098392,2
1532098395,2
1532098398,2
1532098401,2
1532098404,2
1532098407,2
1532098410,2
1532098413,2
1532098416,2
1532098419,2
1532098422,2
1532098425,2
1532098428,2
1532098431,2
1532098434,2
1532098437,2
1532098440,2
1532098443,2
1532098446,2
1532098449,2
1532098452,2
1532098455,2
1532098458,2
1532098461,2
1532098464,2
1532098467,2
1532098470,2
1532098473,2
1532098476,2
1532098479,2
1532098482,2
1532098485,2
1532098488,2
1532098491,2
1532098494,2
1532098497,2
1532098500,2
1532098503,2
1532098506,2
1532098509,2
1532098512,2
1532098515,2
1532098518,2
1532098521,2
1532098524,2
1532098527,2
1532098530,2
1532098533,2
1532098536,2
1532098539,2
1532098542,2
1532098545,2
1532098548,2
